station,valid,tmpc,relh,drct,sped
DNAA,01/09/2020 21:00,24,94.14,320,4.6
DNAA,01/09/2020 23:00,24,88.59,80,2.3
DNAA,02/09/2020 01:00,23,94.1,100,2.3
DNAA,02/09/2020 04:00,23,94.1,210,2.3
DNAA,02/09/2020 05:00,23,94.1,190,2.3
DNAA,07/09/2020 12:00,29,65.95,260,5.75
DNAA,07/09/2020 13:00,30,62.25,310,9.2
DNAA,07/09/2020 14:00,30,58.55,300,6.9
DNAA,07/09/2020 16:00,29,62.03,290,4.6
DNAA,07/09/2020 19:00,22,94.06,150,5.75
DNAA,07/09/2020 20:00,22,94.06,50,2.3
DNAA,07/09/2020 22:00,22,100,120,3.45
DNAA,07/09/2020 23:00,22,94.06,120,3.45
DNAA,08/09/2020 02:00,23,88.51,40,4.6
DNAA,08/09/2020 04:00,23,88.51,220,3.45
DNAA,08/09/2020 07:00,23,88.51,100,3.45
DNAA,08/09/2020 08:00,25,88.67,20,3.45
DNAA,08/09/2020 09:00,26,83.55,230,4.6
DNAA,08/09/2020 10:00,26,83.55,250,5.75
DNAA,08/09/2020 11:00,25,94.19,290,8.05
DNAA,08/09/2020 12:00,26,94.23,280,4.6
DNAA,08/09/2020 13:00,27,88.83,330,8.05
DNAA,08/09/2020 14:00,27,88.83,300,10.35
DNAA,08/09/2020 15:00,27,83.66,270,4.6
DNAA,08/09/2020 16:00,26,94.23,230,5.75
DNAA,08/09/2020 17:00,26,88.75,220,3.45
DNAA,08/09/2020 18:00,25,94.19,70,4.6
DNAA,08/09/2020 19:00,25,88.67,110,1.15
DNAA,08/09/2020 20:00,25,88.67,60,5.75
DNAA,08/09/2020 21:00,23,94.1,280,4.6
DNAA,09/09/2020 00:00,23,94.1,90,3.45
DNAA,09/09/2020 01:00,23,88.51,140,3.45
DNAA,09/09/2020 02:00,23,88.51,140,4.6
DNAA,09/09/2020 03:00,23,88.51,90,2.3
DNAA,09/09/2020 04:00,23,88.51,330,2.3
DNAA,09/09/2020 07:00,24,88.59,130,2.3
DNAA,09/09/2020 10:00,24,94.14,170,3.45
DNAA,09/09/2020 13:00,28,74.28,80,5.75
DNAA,09/09/2020 14:00,29,70.08,60,8.05
DNAA,09/09/2020 15:00,28,74.28,150,10.35
DNAA,09/09/2020 16:00,27,78.76,190,13.8
DNAA,09/09/2020 18:00,25,88.67,320,4.6
DNAA,09/09/2020 19:00,25,88.67,320,2.3
DNAA,09/09/2020 20:00,25,83.44,240,2.3
DNAA,09/09/2020 21:00,25,83.44,340,3.45
DNAA,09/09/2020 23:00,24,88.59,100,2.3
DNAA,10/09/2020 00:00,24,88.59,250,9.2
DNAA,10/09/2020 01:00,24,88.59,240,1.15
DNAA,10/09/2020 04:00,23,94.1,110,3.45
DNAA,10/09/2020 05:00,23,94.1,280,2.3
DNAA,10/09/2020 06:00,23,100,190,1.15
DNAA,10/09/2020 07:00,24,94.14,310,1.15
DNAA,10/09/2020 08:00,24,94.14,200,4.6
DNAA,10/09/2020 09:00,25,83.44,200,5.75
DNAA,10/09/2020 10:00,26,78.62,230,9.2
DNAA,10/09/2020 11:00,27,69.71,300,5.75
DNAA,10/09/2020 12:00,28,69.9,240,4.6
DNAA,10/09/2020 13:00,28,74.28,220,4.6
DNAA,10/09/2020 14:00,28,69.9,270,6.9
DNAA,10/09/2020 15:00,28,69.9,330,3.45
DNAA,10/09/2020 16:00,28,69.9,270,4.6
DNAA,10/09/2020 17:00,28,69.9,310,4.6
DNAA,10/09/2020 18:00,26,83.55,310,3.45
DNAA,10/09/2020 20:00,25,83.44,240,5.75
DNAA,10/09/2020 21:00,25,83.44,260,8.05
DNAA,10/09/2020 22:00,23,88.51,330,4.6
DNAA,11/09/2020 01:00,23,88.51,100,2.3
DNAA,11/09/2020 04:00,21,94.01,200,3.45
DNAA,11/09/2020 09:00,26,73.95,200,9.2
DNAA,11/09/2020 10:00,27,74.11,230,5.75
DNAA,11/09/2020 11:00,28,69.9,260,6.9
DNAA,11/09/2020 12:00,28,74.28,300,8.05
DNAA,11/09/2020 13:00,29,70.08,250,5.75
DNAA,11/09/2020 14:00,29,70.08,260,5.75
DNAA,11/09/2020 15:00,29,70.08,320,3.45
DNAA,11/09/2020 16:00,29,65.95,40,2.3
DNAA,11/09/2020 17:00,28,74.28,310,8.05
DNAA,11/09/2020 18:00,27,78.76,300,4.6
DNAA,11/09/2020 19:00,27,83.66,300,3.45
DNAA,11/09/2020 20:00,26,83.55,310,3.45
DNAA,11/09/2020 21:00,25,88.67,0,0
DNAA,11/09/2020 22:00,25,88.67,M,M
DNAA,11/09/2020 23:00,25,88.67,0,0
DNAA,12/09/2020 00:00,24,94.14,90,2.3
DNAA,12/09/2020 01:00,24,88.59,0,0
DNAA,12/09/2020 03:00,23,94.1,70,3.45
DNAA,12/09/2020 04:00,23,94.1,80,2.3
DNAA,12/09/2020 05:00,23,88.51,60,4.6
DNAA,12/09/2020 06:00,22,94.06,40,2.3
DNAA,12/09/2020 07:00,23,94.1,10,2.3
DNAA,12/09/2020 08:00,25,83.44,0,0
DNAA,12/09/2020 09:00,26,83.55,300,3.45
DNAA,12/09/2020 10:00,27,78.76,220,6.9
DNAA,12/09/2020 11:00,27,78.76,270,5.75
DNAA,12/09/2020 12:00,28,74.28,240,5.75
DNAA,12/09/2020 13:00,28,78.9,240,6.9
DNAA,12/09/2020 15:00,27,78.76,230,5.75
DNAA,12/09/2020 16:00,28,74.28,270,4.6
DNAA,12/09/2020 19:00,26,83.55,220,5.75
DNAA,12/09/2020 20:00,26,83.55,220,8.05
DNAA,12/09/2020 21:00,25,83.44,160,4.6
DNAA,12/09/2020 22:00,23,94.1,160,4.6
DNAA,12/09/2020 23:00,23,88.51,190,9.2
DNAA,13/09/2020 00:00,21,100,60,6.9
DNAA,13/09/2020 01:00,21,100,150,1.15
DNAA,13/09/2020 02:00,21,100,190,1.15
DNAA,13/09/2020 03:00,21,100,350,5.75
DNAA,13/09/2020 05:00,22,94.06,290,4.6
DNAA,13/09/2020 06:00,22,83.09,220,1.15
DNAA,13/09/2020 08:00,22,100,240,3.45
DNAA,13/09/2020 09:00,23,88.51,220,2.3
DNAA,13/09/2020 11:00,25,78.48,140,2.3
DNAA,13/09/2020 12:00,26,78.62,280,4.6
DNAA,13/09/2020 13:00,26,78.62,220,3.45
DNAA,13/09/2020 14:00,27,78.76,250,6.9
DNAA,13/09/2020 15:00,27,78.76,300,5.75
DNAA,13/09/2020 16:00,27,78.76,250,4.6
DNAA,13/09/2020 18:00,26,83.55,240,3.45
DNAA,13/09/2020 19:00,26,83.55,280,2.3
DNAA,13/09/2020 21:00,25,88.67,0,0
DNAA,13/09/2020 22:00,25,94.19,20,4.6
DNAA,13/09/2020 23:00,25,94.19,40,3.45
DNAA,14/09/2020 00:00,25,88.67,20,3.45
DNAA,14/09/2020 02:00,24,94.14,190,2.3
DNAA,14/09/2020 03:00,24,94.14,170,3.45
DNAA,14/09/2020 04:00,24,94.14,180,3.45
DNAA,14/09/2020 05:00,23,94.1,60,2.3
DNAA,14/09/2020 06:00,23,94.1,150,3.45
DNAA,14/09/2020 07:00,24,88.59,190,4.6
DNAA,14/09/2020 08:00,25,88.67,200,6.9
DNAA,14/09/2020 10:00,27,78.76,80,3.45
DNAA,14/09/2020 11:00,27,78.76,270,5.75
DNAA,14/09/2020 13:00,30,66.15,320,2.3
DNAA,14/09/2020 14:00,30,66.15,260,4.6
DNAA,14/09/2020 16:00,30,66.15,240,5.75
DNAA,14/09/2020 18:00,28,83.77,260,3.45
DNAA,14/09/2020 19:00,23,100,100,5.75
DNAA,14/09/2020 20:00,24,94.14,140,2.3
DNAA,14/09/2020 21:00,24,94.14,160,5.75
DNAA,14/09/2020 22:00,24,94.14,30,3.45
DNAA,14/09/2020 23:00,24,94.14,100,2.3
DNAA,15/09/2020 00:00,24,94.14,70,2.3
DNAA,15/09/2020 01:00,24,94.14,60,6.9
DNAA,15/09/2020 02:00,22,94.06,40,5.75
DNAA,15/09/2020 03:00,21,94.01,30,4.6
DNAA,15/09/2020 04:00,21,94.01,70,10.35
DNAA,15/09/2020 05:00,22,88.43,60,5.75
DNAA,15/09/2020 06:00,22,88.43,160,3.45
DNAA,15/09/2020 08:00,23,88.51,200,5.75
DNAA,15/09/2020 09:00,23,88.51,210,4.6
DNAA,15/09/2020 10:00,24,83.32,190,4.6
DNAA,15/09/2020 11:00,25,83.44,310,3.45
DNAA,15/09/2020 12:00,27,65.54,260,8.05
DNAA,15/09/2020 13:00,27,78.76,260,8.05
DNAA,15/09/2020 14:00,24,94.14,260,6.9
DNAA,15/09/2020 17:00,25,88.67,280,5.75
DNAA,15/09/2020 19:00,24,88.59,230,2.3
DNAA,15/09/2020 20:00,24,94.14,300,3.45
DNAA,15/09/2020 22:00,24,94.14,90,1.15
DNAA,15/09/2020 23:00,24,94.14,100,2.3
DNAA,16/09/2020 01:00,23,94.1,160,3.45
DNAA,16/09/2020 02:00,23,88.51,140,4.6
DNAA,16/09/2020 04:00,23,88.51,330,2.3
DNAA,16/09/2020 05:00,23,88.51,150,2.3
DNAA,16/09/2020 10:00,27,78.76,180,11.5
DNAA,16/09/2020 11:00,28,74.28,150,9.2
DNAA,16/09/2020 12:00,29,70.08,180,10.35
DNAA,16/09/2020 13:00,29,74.44,170,12.65
DNAA,16/09/2020 14:00,29,74.44,200,8.05
DNAA,16/09/2020 15:00,29,65.95,180,8.05
DNAA,16/09/2020 16:00,29,65.95,150,80.5
DNAA,16/09/2020 17:00,26,83.55,150,8.05
DNAA,16/09/2020 20:00,25,88.67,150,6.9
DNAA,16/09/2020 22:00,24,88.59,110,3.45
DNAA,16/09/2020 23:00,24,88.59,140,5.75
DNAA,17/09/2020 00:00,24,88.59,140,5.75
DNAA,17/09/2020 01:00,24,88.59,90,8.05
DNAA,17/09/2020 03:00,23,94.1,150,8.05
DNAA,17/09/2020 04:00,23,94.1,170,3.45
DNAA,17/09/2020 05:00,23,94.1,70,3.45
DNAA,17/09/2020 06:00,23,94.1,280,2.3
DNAA,17/09/2020 07:00,24,88.59,180,5.75
DNAA,17/09/2020 08:00,24,83.32,180,4.6
DNAA,17/09/2020 09:00,25,83.44,230,5.75
DNAA,17/09/2020 10:00,25,83.44,260,2.3
DNAA,17/09/2020 11:00,26,83.55,320,2.3
DNAA,17/09/2020 12:00,27,74.11,340,2.3
DNAA,17/09/2020 13:00,28,69.9,300,3.45
DNAA,17/09/2020 14:00,28,69.9,280,4.6
DNAA,17/09/2020 15:00,29,70.08,250,6.9
DNAA,17/09/2020 16:00,28,74.28,260,10.35
DNAA,17/09/2020 17:00,28,74.28,260,4.6
DNAA,17/09/2020 18:00,27,78.76,270,4.6
DNAA,17/09/2020 19:00,27,78.76,280,5.75
DNAA,17/09/2020 21:00,25,94.19,240,4.6
DNAA,17/09/2020 22:00,25,94.19,90,2.3
DNAA,17/09/2020 23:00,25,94.19,260,3.45
DNAA,18/09/2020 02:00,24,94.14,30,3.45
DNAA,18/09/2020 04:00,23,94.1,210,2.3
DNAA,18/09/2020 05:00,23,94.1,200,3.45
DNAA,18/09/2020 06:00,23,94.1,50,1.15
DNAA,18/09/2020 07:00,24,88.59,20,2.3
DNAA,18/09/2020 08:00,25,88.67,280,4.6
DNAA,18/09/2020 09:00,21,94.01,20,10.35
DNAA,18/09/2020 10:00,22,83.09,20,4.6
DNAA,18/09/2020 11:00,23,88.51,0,0
DNAA,18/09/2020 12:00,24,83.32,20,2.3
DNAA,18/09/2020 13:00,26,78.62,50,3.45
DNAA,18/09/2020 17:00,29,70.08,250,5.75
DNAA,18/09/2020 18:00,27,78.76,270,3.45
DNAA,18/09/2020 19:00,26,83.55,290,4.6
DNAA,18/09/2020 20:00,25,94.19,330,2.3
DNAA,18/09/2020 21:00,25,94.19,30,2.3
DNAA,18/09/2020 22:00,25,94.19,150,2.3
DNAA,18/09/2020 23:00,25,88.67,220,2.3
DNAA,19/09/2020 00:00,24,94.14,230,2.3
DNAA,19/09/2020 05:00,22,94.06,40,2.3
DNAA,19/09/2020 06:00,22,94.06,80,3.45
DNAA,19/09/2020 07:00,24,88.59,120,3.45
DNAA,19/09/2020 08:00,27,74.11,200,3.45
DNAA,19/09/2020 09:00,27,78.76,230,3.45
DNAA,19/09/2020 11:00,30,66.15,260,5.75
DNAA,19/09/2020 12:00,31,62.47,240,5.75
DNAA,19/09/2020 13:00,32,59.01,220,6.9
DNAA,19/09/2020 15:00,24,88.59,340,12.65
DNAA,19/09/2020 16:00,21,94.01,80,25.3
DNAA,19/09/2020 17:00,22,88.43,260,2.3
DNAA,19/09/2020 18:00,22,94.06,100,3.45
DNAA,19/09/2020 19:00,22,88.43,110,3.45
DNAA,19/09/2020 20:00,22,94.06,160,5.75
DNAA,19/09/2020 21:00,22,94.06,140,6.9
DNAA,20/09/2020 06:00,21,94.01,40,6.9
DNAA,20/09/2020 07:00,21,94.01,30,6.9
DNAA,20/09/2020 08:00,21,94.01,140,6.9
DNAA,20/09/2020 10:00,24,83.32,100,14.95
DNAA,20/09/2020 11:00,26,73.95,120,14.95
DNAA,20/09/2020 13:00,28,69.9,150,11.5
DNAA,20/09/2020 14:00,28,69.9,110,9.2
DNAA,20/09/2020 15:00,28,69.9,150,8.05
DNAA,20/09/2020 16:00,28,69.9,180,4.6
DNAA,20/09/2020 17:00,27,78.76,110,4.6
DNAA,20/09/2020 18:00,27,78.76,100,2.3
DNAA,20/09/2020 19:00,26,83.55,260,3.45
DNAA,20/09/2020 20:00,25,88.67,320,4.6
DNAA,20/09/2020 21:00,25,88.67,10,1.15
DNAA,20/09/2020 22:00,25,88.67,30,2.3
DNAA,20/09/2020 23:00,24,94.14,110,4.6
DNAA,21/09/2020 01:00,24,94.14,80,3.45
DNAA,21/09/2020 02:00,24,94.14,80,1.15
DNAA,21/09/2020 03:00,24,88.59,10,1.15
DNAA,21/09/2020 04:00,24,88.59,100,2.3
DNAA,21/09/2020 05:00,23,94.1,40,3.45
DNAA,21/09/2020 06:00,23,94.1,160,4.6
DNAA,21/09/2020 08:00,24,94.14,200,5.75
DNAA,21/09/2020 09:00,24,94.14,150,9.2
DNAA,21/09/2020 11:00,26,78.62,170,5.75
DNAA,21/09/2020 12:00,23,94.1,110,4.6
DNAA,21/09/2020 13:00,22,94.06,120,10.35
DNAA,21/09/2020 14:00,23,88.51,310,4.6
DNAA,21/09/2020 15:00,22,100,260,2.3
DNAA,21/09/2020 16:00,22,100,130,2.3
DNAA,21/09/2020 17:00,22,100,200,4.6
DNAA,21/09/2020 18:00,22,94.06,90,2.3
DNAA,21/09/2020 19:00,22,94.06,50,2.3
DNAA,21/09/2020 20:00,22,94.06,60,4.6
DNAA,21/09/2020 21:00,22,94.06,170,2.3
DNAA,21/09/2020 22:00,22,94.06,80,2.3
DNAA,21/09/2020 23:00,22,94.06,100,2.3
DNAA,22/09/2020 03:00,21,100,220,3.45
DNAA,22/09/2020 05:00,21,100,60,2.3
DNAA,22/09/2020 07:00,23,94.1,120,2.3
DNAA,22/09/2020 08:00,25,83.44,170,4.6
DNAA,22/09/2020 10:00,26,78.62,110,3.45
DNAA,22/09/2020 11:00,27,74.11,230,3.45
DNAA,22/09/2020 13:00,29,70.08,220,4.6
DNAA,22/09/2020 14:00,30,66.15,190,10.35
DNAA,22/09/2020 16:00,30,66.15,210,4.6
DNAA,22/09/2020 17:00,29,65.95,220,4.6
DNAA,22/09/2020 18:00,28,74.28,250,3.45
DNAA,22/09/2020 20:00,26,83.55,210,3.45
DNAA,22/09/2020 21:00,25,88.67,260,4.6
DNAA,22/09/2020 22:00,25,88.67,80,2.3
DNAA,22/09/2020 23:00,24,94.14,50,4.6
DNAA,23/09/2020 00:00,24,94.14,50,2.3
DNAA,23/09/2020 02:00,24,94.14,310,2.3
DNAA,23/09/2020 03:00,23,94.1,180,2.3
DNAA,23/09/2020 04:00,23,94.1,270,2.3
DNAA,23/09/2020 06:00,23,94.1,50,3.45
DNAA,23/09/2020 11:00,28,74.28,160,5.75
DNAA,23/09/2020 12:00,28,74.28,230,10.35
DNAA,23/09/2020 16:00,29,65.95,260,9.2
DNAA,23/09/2020 17:00,25,94.19,240,6.9
DNAA,23/09/2020 19:00,24,88.59,50,5.75
DNAA,23/09/2020 20:00,23,94.1,90,5.75
DNAA,23/09/2020 21:00,23,94.1,30,4.6
DNAA,23/09/2020 22:00,23,100,50,2.3
DNAA,24/09/2020 04:00,22,94.06,250,2.3
DNAA,24/09/2020 05:00,22,94.06,10,2.3
DNAA,24/09/2020 07:00,23,94.1,290,4.6
DNAA,24/09/2020 08:00,23,94.1,230,3.45
DNAA,24/09/2020 09:00,24,88.59,0,0
DNAA,24/09/2020 11:00,27,78.76,300,4.6
DNAA,24/09/2020 13:00,28,78.9,260,5.75
DNAA,24/09/2020 14:00,29,74.44,230,9.2
DNAA,24/09/2020 15:00,29,74.44,250,10.35
DNAA,24/09/2020 16:00,29,74.44,240,8.05
DNAA,24/09/2020 17:00,28,69.9,300,3.45
DNAA,24/09/2020 18:00,26,73.95,340,8.05
DNAA,24/09/2020 19:00,25,78.48,20,6.9
DNAA,24/09/2020 20:00,24,83.32,40,3.45
DNAA,24/09/2020 21:00,24,78.34,50,4.6
DNAA,24/09/2020 22:00,24,83.32,0,0
DNAA,25/09/2020 01:00,23,83.21,80,2.3
DNAA,25/09/2020 02:00,23,83.21,10,2.3
DNAA,25/09/2020 04:00,23,83.21,90,3.45
DNAA,25/09/2020 05:00,23,88.51,110,3.45
DNAA,25/09/2020 06:00,24,88.59,20,8.05
DNAA,25/09/2020 07:00,24,94.14,290,2.3
DNAA,25/09/2020 08:00,25,83.44,350,4.6
DNAA,25/09/2020 09:00,25,83.44,60,2.3
DNAA,25/09/2020 10:00,27,74.11,310,2.3
DNAA,25/09/2020 11:00,28,74.28,240,5.75
DNAA,25/09/2020 12:00,28,74.28,290,10.35
DNAA,25/09/2020 14:00,30,70.27,270,9.2
DNAA,25/09/2020 15:00,30,66.15,250,8.05
DNAA,25/09/2020 16:00,30,66.15,250,6.9
DNAA,25/09/2020 17:00,29,74.44,280,5.75
DNAA,25/09/2020 18:00,28,78.9,260,1.15
DNAA,25/09/2020 19:00,27,83.66,240,4.6
DNAA,25/09/2020 20:00,26,88.75,280,2.3
DNAA,25/09/2020 21:00,26,88.75,320,2.3
DNAA,25/09/2020 23:00,25,88.67,230,3.45
DNAA,26/09/2020 00:00,25,94.19,260,3.45
DNAA,26/09/2020 01:00,25,88.67,350,19.55
DNAA,26/09/2020 02:00,22,94.06,60,10.35
DNAA,26/09/2020 03:00,21,100,50,6.9
DNAA,26/09/2020 04:00,22,88.43,90,10.35
DNAA,26/09/2020 05:00,21,94.01,150,3.45
DNAA,26/09/2020 06:00,21,94.01,140,8.05
DNAA,26/09/2020 07:00,22,88.43,30,4.6
DNAA,26/09/2020 08:00,22,83.09,30,3.45
DNAA,26/09/2020 09:00,23,83.21,240,2.3
DNAA,26/09/2020 10:00,24,83.32,230,4.6
DNAA,26/09/2020 11:00,25,78.48,300,4.6
DNAA,26/09/2020 12:00,25,78.48,310,3.45
DNAA,26/09/2020 13:00,26,78.62,280,8.05
DNAA,26/09/2020 14:00,26,78.62,300,4.6
DNAA,26/09/2020 15:00,26,78.62,270,5.75
DNAA,26/09/2020 16:00,27,74.11,260,5.75
DNAA,26/09/2020 17:00,26,78.62,270,5.75
DNAA,26/09/2020 19:00,24,94.14,260,3.45
DNAA,26/09/2020 20:00,24,88.59,210,4.6
DNAA,26/09/2020 21:00,24,88.59,0,0
DNAA,26/09/2020 22:00,24,88.59,90,2.3
DNAA,26/09/2020 23:00,23,100,70,2.3
DNAA,27/09/2020 00:00,23,100,70,3.45
DNAA,27/09/2020 01:00,23,100,90,2.3
DNAA,27/09/2020 02:00,23,94.1,300,2.3
DNAA,27/09/2020 03:00,23,94.1,320,2.3
DNAA,27/09/2020 04:00,23,94.1,130,2.3
DNAA,27/09/2020 06:00,23,94.1,0,0
DNAA,27/09/2020 09:00,26,78.62,240,3.45
DNAA,27/09/2020 10:00,28,69.9,230,6.9
DNAA,27/09/2020 11:00,28,69.9,290,2.3
DNAA,27/09/2020 12:00,30,66.15,280,4.6
DNAA,27/09/2020 13:00,30,66.15,280,8.05
DNAA,27/09/2020 14:00,31,62.47,280,11.5
DNAA,27/09/2020 15:00,29,70.08,300,2.3
DNAA,27/09/2020 16:00,27,78.76,220,3.45
DNAA,27/09/2020 17:00,27,78.76,110,1.15
DNAA,27/09/2020 18:00,25,78.48,310,2.3
DNAA,27/09/2020 19:00,25,78.48,40,2.3
DNAA,27/09/2020 20:00,24,83.32,220,2.3
DNAA,27/09/2020 21:00,24,88.59,350,5.75
DNAA,27/09/2020 22:00,22,94.06,30,3.45
DNAA,28/09/2020 09:00,26,83.55,190,5.75
DNAA,28/09/2020 10:00,26,88.75,260,8.05
DNAA,28/09/2020 11:00,27,78.76,250,8.05
DNAA,28/09/2020 12:00,27,83.66,270,4.6
DNAA,28/09/2020 13:00,28,78.9,240,6.9
DNAA,28/09/2020 14:00,28,78.9,230,4.6
DNAA,28/09/2020 15:00,21,94.01,160,6.9
DNAA,28/09/2020 16:00,21,94.01,130,2.3
DNAA,28/09/2020 17:00,21,100,0,0
DNAA,28/09/2020 18:00,21,100,160,6.9
DNAA,28/09/2020 19:00,22,94.06,340,1.15
DNAA,28/09/2020 20:00,22,94.06,190,2.3
DNAA,28/09/2020 21:00,22,94.06,140,2.3
DNAA,28/09/2020 22:00,22,94.06,210,2.3
DNAA,29/09/2020 00:00,22,94.06,260,4.6
DNAA,29/09/2020 03:00,22,94.06,100,1.15
DNAA,29/09/2020 04:00,21,100,190,1.15
DNAA,29/09/2020 05:00,21,100,320,1.15
DNAA,29/09/2020 07:00,22,94.06,160,2.3
DNAA,29/09/2020 08:00,23,94.1,210,4.6
DNAA,29/09/2020 09:00,23,88.51,210,4.6
DNAA,29/09/2020 11:00,25,83.44,210,4.6
DNAA,29/09/2020 12:00,25,83.44,190,4.6
DNAA,29/09/2020 13:00,22,94.06,60,8.05
DNAA,29/09/2020 14:00,22,94.06,140,2.3
DNAA,29/09/2020 15:00,22,100,310,6.9
DNAA,29/09/2020 16:00,22,100,70,3.45
DNAA,29/09/2020 18:00,22,100,50,3.45
DNAA,29/09/2020 19:00,22,100,80,4.6
DNAA,29/09/2020 20:00,22,100,50,3.45
DNAA,29/09/2020 21:00,22,100,30,3.45
DNAA,29/09/2020 22:00,22,100,80,2.3
DNAA,29/09/2020 23:00,22,94.06,70,3.45
DNAA,30/09/2020 00:00,22,94.06,80,5.75
DNAA,30/09/2020 01:00,22,94.06,90,5.75
DNAA,30/09/2020 03:00,22,94.06,120,4.6
DNAA,30/09/2020 04:00,22,94.06,100,5.75
DNAA,30/09/2020 05:00,22,94.06,80,6.9
DNAA,30/09/2020 07:00,22,94.06,140,4.6
DNAA,30/09/2020 10:00,25,88.67,200,8.05
DNAA,30/09/2020 11:00,26,83.55,230,8.05
DNAA,30/09/2020 14:00,27,83.66,230,13.8
DNAA,30/09/2020 16:00,26,83.55,280,3.45
DNAA,30/09/2020 17:00,25,88.67,320,2.3
DNAA,30/09/2020 18:00,25,94.19,280,3.45
DNAA,30/09/2020 19:00,24,88.59,240,3.45
DNAA,30/09/2020 20:00,23,94.1,240,3.45
DNAA,30/09/2020 21:00,23,94.1,350,3.45
DNAA,30/09/2020 22:00,23,94.1,160,2.3
DNAA,30/09/2020 23:00,23,94.1,80,2.3
DNAA,01/10/2020 00:00,22,100,300,2.3
DNAA,01/10/2020 01:00,22,100,40,2.3
DNAA,01/10/2020 02:00,22,100,360,2.3
DNAA,01/10/2020 04:00,22,94.06,350,2.3
DNAA,01/10/2020 05:00,22,94.06,130,2.3
DNAA,01/10/2020 06:00,22,94.06,150,2.3
DNAA,01/10/2020 07:00,22,100,290,2.3
DNAA,01/10/2020 08:00,25,88.67,160,3.45
DNAA,01/10/2020 09:00,26,83.55,230,9.2
DNAA,01/10/2020 10:00,26,83.55,220,5.75
DNAA,01/10/2020 11:00,27,83.66,280,4.6
DNAA,01/10/2020 12:00,28,74.28,300,4.6
DNAA,01/10/2020 13:00,29,70.08,270,6.9
DNAA,01/10/2020 14:00,29,79.04,280,5.75
DNAA,01/10/2020 15:00,29,70.08,320,4.6
DNAA,01/10/2020 16:00,29,70.08,270,6.9
DNAA,01/10/2020 17:00,28,74.28,280,9.2
DNAA,01/10/2020 19:00,25,94.19,290,2.3
DNAA,01/10/2020 20:00,25,88.67,190,0
DNAA,01/10/2020 22:00,24,94.14,50,2.3
DNAA,01/10/2020 23:00,24,94.14,350,3.45
DNAA,02/10/2020 01:00,23,94.1,80,3.45
DNAA,02/10/2020 09:00,25,73.78,60,6.9
DNAA,02/10/2020 10:00,26,69.52,40,3.45
DNAA,02/10/2020 11:00,26,69.52,300,4.6
DNAA,02/10/2020 12:00,29,70.08,150,8.05
DNAA,02/10/2020 13:00,31,58.78,350,4.6
DNAA,02/10/2020 14:00,31,62.47,140,4.6
DNAA,02/10/2020 15:00,31,62.47,80,10.35
DNAA,02/10/2020 16:00,29,62.03,100,5.75
DNAA,02/10/2020 17:00,28,74.28,120,2.3
DNAA,02/10/2020 18:00,27,74.11,160,4.6
DNAA,02/10/2020 19:00,26,78.62,290,4.6
DNAA,02/10/2020 20:00,25,83.44,240,1.15
DNAA,02/10/2020 21:00,24,88.59,130,2.3
DNAA,02/10/2020 22:00,24,88.59,0,0
DNAA,03/10/2020 00:00,23,94.1,40,4.6
DNAA,03/10/2020 01:00,23,94.1,0,0
DNAA,03/10/2020 02:00,22,100,190,10.35
DNAA,03/10/2020 03:00,22,94.06,200,4.6
DNAA,03/10/2020 04:00,23,83.21,112,2.3
DNAA,03/10/2020 05:00,23,83.21,80,3.45
DNAA,04/10/2020 19:00,28,78.9,230,4.6
DNAA,04/10/2020 20:00,25,83.44,320,3.45
DNAA,04/10/2020 22:00,24,88.59,330,3.45
DNAA,05/10/2020 01:00,23,83.21,120,14.95
DNAA,05/10/2020 02:00,22,88.43,200,3.45
DNAA,05/10/2020 04:00,22,88.43,40,4.6
DNAA,05/10/2020 05:00,22,94.06,190,4.6
DNAA,05/10/2020 07:00,23,88.51,50,4.6
DNAA,05/10/2020 08:00,26,78.62,150,3.45
DNAA,05/10/2020 09:00,27,74.11,110,5.75
DNAA,05/10/2020 10:00,29,70.08,250,5.75
DNAA,05/10/2020 11:00,30,66.15,220,3.45
DNAA,05/10/2020 13:00,31,62.47,280,6.9
DNAA,05/10/2020 15:00,30,70.27,260,5.75
DNAA,05/10/2020 18:00,26,94.23,40,2.3
DNAA,05/10/2020 21:00,25,94.19,360,2.3
DNAA,06/10/2020 00:00,24,94.14,80,4.6
DNAA,06/10/2020 07:00,24,94.14,90,2.3
DNAA,06/10/2020 09:00,27,78.76,260,3.45
DNAA,06/10/2020 11:00,28,74.28,260,4.6
DNAA,06/10/2020 12:00,30,70.27,220,6.9
DNAA,06/10/2020 13:00,30,74.61,290,9.2
DNAA,06/10/2020 14:00,31,79.31,290,2.3
DNAA,06/10/2020 15:00,26,83.55,200,16.1
DNAA,06/10/2020 16:00,21,100,120,11.5
DNAA,06/10/2020 17:00,21,100,180,3.45
DNAA,06/10/2020 18:00,22,100,20,1.15
DNAA,06/10/2020 19:00,22,100,260,4.6
DNAA,06/10/2020 20:00,22,100,290,2.3
DNAA,06/10/2020 21:00,22,100,300,6.9
DNAA,06/10/2020 22:00,22,100,290,5.75
DNAA,06/10/2020 23:00,22,100,260,4.6
DNAA,07/10/2020 00:00,22,100,210,8.05
DNAA,07/10/2020 01:00,22,100,230,4.6
DNAA,07/10/2020 02:00,22,94.06,230,3.45
DNAA,07/10/2020 03:00,22,94.06,350,2.3
